"Time","CountryID","Country","FOSSILTPES","GDP","GDPPPP","OILSUPGDP","OILSUPGDPPPP","OILTPES","POP","RENTPES","TPES","TPESGDP","TPESGDPPPP","Price.Oil"
1994,"EU28","Memo: European Union-28",0.8,12416.61,12136.76,0.049,0.05,606.83,482.49,0.0514,1599.6,0.129,0.132,22.86046056
1995,"EU28","Memo: European Union-28",0.8,12756.19,12485.18,0.049,0.05,625.8,483.33,0.0512,1648.35,0.129,0.132,24.53171457
1996,"EU28","Memo: European Union-28",0.8,13013.02,12749.02,0.049,0.05,638.37,483.94,0.0518,1705.69,0.131,0.134,28.66596882
1997,"EU28","Memo: European Union-28",0.8,13373.71,13100.54,0.047,0.048,634.66,484.72,0.0542,1688.75,0.126,0.129,25.11747988
1998,"EU28","Memo: European Union-28",0.8,13776.12,13491.84,0.047,0.048,648.27,485.29,0.0554,1698.36,0.123,0.126,16.14305106
1999,"EU28","Memo: European Union-28",0.79,14190.35,13888.24,0.045,0.046,638.32,486.15,0.0561,1684.23,0.119,0.121,22.61031598
2000,"EU28","Memo: European Union-28",0.79,14742.61,14429.39,0.042,0.043,624.68,487.12,0.058,1694.97,0.115,0.117,35.10868096
2001,"EU28","Memo: European Union-28",0.79,15072.14,14762.32,0.043,0.043,640.61,487.95,0.0585,1735.02,0.115,0.118,27.09057055
2002,"EU28","Memo: European Union-28",0.79,15275.71,14978.8,0.042,0.043,637.28,489.24,0.0577,1732.43,0.113,0.116,28.74943021
2003,"EU28","Memo: European Union-28",0.79,15476.3,15199.94,0.041,0.042,639.75,491.04,0.0607,1769.11,0.114,0.116,32.8623193
2004,"EU28","Memo: European Union-28",0.79,15872.5,15610.89,0.04,0.041,640.91,492.9,0.0636,1787.51,0.113,0.115,41.43476397
2005,"EU28","Memo: European Union-28",0.78,16204.82,15957.38,0.039,0.04,639.13,494.99,0.0675,1793.31,0.111,0.112,54.59759226
2006,"EU28","Memo: European Union-28",0.78,16753.37,16523.38,0.038,0.038,634.37,496.77,0.0713,1800.28,0.107,0.109,63.88739722
2007,"EU28","Memo: European Union-28",0.78,17275.59,17067.62,0.035,0.036,613.14,498.68,0.0781,1769.77,0.102,0.104,70.6634311
2008,"EU28","Memo: European Union-28",0.77,17362.32,17187.62,0.035,0.035,608.41,500.63,0.084,1762.25,0.101,0.103,93.78727749
2009,"EU28","Memo: European Union-28",0.76,16599.98,16440.55,0.035,0.035,574.07,502.09,0.0942,1660.33,0.1,0.101,60.00312488
2010,"EU28","Memo: European Union-28",0.75,16945.4,16771.39,0.034,0.034,570.4,503.65,0.1008,1725.19,0.102,0.103,75.82563805
2011,"EU28","Memo: European Union-28",0.75,17243.8,17066.37,0.032,0.032,547.79,504.77,0.1031,1658.17,0.096,0.097,99.45770574
2012,"EU28","Memo: European Union-28",0.74,17161.55,16985.3,0.031,0.031,527.17,505.96,0.1138,1645.25,0.096,0.097,96.01863557
2013,"EU28","Memo: European Union-28",0.73,17195.93,17025.42,0.03,0.03,512.52,506.94,0.1216,1626.36,0.095,0.096,91.85653717
2014,"EU28","Memo: European Union-28",0.72,17426.82,17267.95,0.029,0.029,508.99,508.13,0.1286,1564.97,0.09,0.091,82.58092684
2015,"EU28","Memo: European Union-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.64477115
1960,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17301389
1969,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63796367
1970,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63673849
1971,"G20","Memo: G20",0.84,9775.26,10727.01,0.123,0.112,1202.08,2151.52,0.151,2864.59,0.293,0.267,17.06917156
1972,"G20","Memo: G20",0.85,10381.34,11378.37,0.125,0.114,1298.3,2199.99,0.148,3014.12,0.29,0.265,16.79916882
1973,"G20","Memo: G20",0.85,11096.27,12182.28,0.126,0.115,1399.82,2248.97,0.144,3166.86,0.285,0.26,20.03943153
1974,"G20","Memo: G20",0.84,11233.7,12438.74,0.123,0.111,1376.5,2295.93,0.149,3168.27,0.282,0.255,55.38161474
1975,"G20","Memo: G20",0.83,11442.04,12738.82,0.12,0.108,1374.06,2340.96,0.15,3185.11,0.278,0.25,56.50621167
1976,"G20","Memo: G20",0.83,12030.96,13391.41,0.123,0.11,1476.85,2384.13,0.145,3367.68,0.28,0.251,51.64717593
1977,"G20","Memo: G20",0.84,12579.35,14042.57,0.125,0.112,1569.43,2426.13,0.14,3515.72,0.279,0.25,52.25864474
1978,"G20","Memo: G20",0.83,13224.09,14765.1,0.122,0.109,1614.61,2468.54,0.14,3655.97,0.276,0.248,48.69920207
1979,"G20","Memo: G20",0.83,13794.86,15396.23,0.117,0.105,1610.3,2511.99,0.142,3729.6,0.27,0.242,64.81635063
1980,"G20","Memo: G20",0.83,14104.71,15847.17,0.108,0.096,1517.02,2555.88,0.147,3689.07,0.262,0.233,89.6272974
1981,"G20","Memo: G20",0.82,14522.38,16351.31,0.1,0.088,1445,2600.18,0.15,3654.92,0.252,0.224,88.97249842
1982,"G20","Memo: G20",0.81,14486.36,16324.62,0.097,0.086,1410.31,2647.08,0.155,3628.36,0.25,0.222,75.83470746
1983,"G20","Memo: G20",0.81,14973.7,16867.41,0.093,0.083,1394.44,2694.15,0.158,3668.02,0.245,0.217,64.19523548
1984,"G20","Memo: G20",0.81,15901.1,17911.74,0.089,0.079,1418.72,2740.06,0.156,3847.12,0.242,0.215,60.59025344
1985,"G20","Memo: G20",0.8,16670.7,18760.9,0.085,0.076,1417.26,2786.67,0.155,3917.34,0.235,0.209,54.70411632
1986,"G20","Memo: G20",0.8,17297.26,19524.36,0.084,0.075,1461.34,2834.67,0.155,3984.67,0.23,0.204,27.70261183
1987,"G20","Memo: G20",0.8,18016.06,20368.24,0.084,0.074,1508.86,2883.9,0.152,4159.33,0.231,0.204,34.81415613
1988,"G20","Memo: G20",0.8,18904.55,21420.44,0.083,0.074,1577.66,2933.42,0.146,4349.75,0.23,0.203,26.92359244
1989,"G20","Memo: G20",0.8,19642.61,22257.48,0.082,0.072,1611.15,2982.51,0.146,4448.49,0.226,0.2,31.79711973
1990,"G20","Memo: G20",0.82,33507.6,37390.36,0.074,0.066,2483.3,3657.56,0.107,7063.74,0.211,0.189,36.27455601
1991,"G20","Memo: G20",0.82,33933.53,37875.46,0.073,0.066,2484.82,3707.26,0.108,7101.56,0.209,0.187,29.98983071
1992,"G20","Memo: G20",0.82,34508.51,38513.96,0.073,0.065,2503.33,3755.31,0.109,7110.11,0.206,0.185,28.30022643
1993,"G20","Memo: G20",0.81,35043.49,39252.95,0.072,0.065,2534.96,3802.43,0.109,7214.6,0.206,0.184,24.35254412
1994,"G20","Memo: G20",0.81,36127.39,40528.19,0.07,0.063,2533.05,3848.7,0.109,7269.38,0.201,0.179,22.86046056
1995,"G20","Memo: G20",0.81,37168.7,41835.93,0.07,0.062,2585.56,3895.03,0.108,7470.9,0.201,0.179,24.53171457
1996,"G20","Memo: G20",0.81,38362.88,43370.09,0.069,0.061,2660.04,3940.77,0.107,7673.24,0.2,0.177,28.66596882
1997,"G20","Memo: G20",0.81,39785.69,45116.87,0.068,0.06,2706.82,3986.44,0.107,7711.53,0.194,0.171,25.11747988
1998,"G20","Memo: G20",0.81,40779.1,46226.15,0.067,0.059,2717.18,4031.14,0.107,7735.77,0.19,0.167,16.14305106
1999,"G20","Memo: G20",0.81,42175.24,47963.62,0.066,0.058,2777.67,4074.77,0.106,7899.31,0.187,0.165,22.61031598
2000,"G20","Memo: G20",0.81,43973.51,50194.26,0.064,0.056,2801.03,4117.48,0.104,8082.56,0.184,0.161,35.10868096
2001,"G20","Memo: G20",0.81,44819.88,51377.96,0.063,0.055,2827.26,4158.99,0.103,8137.49,0.182,0.158,27.09057055
2002,"G20","Memo: G20",0.82,45778.33,52754.8,0.062,0.054,2836.76,4199.74,0.103,8283.21,0.181,0.157,28.74943021
2003,"G20","Memo: G20",0.82,47075.7,54665.14,0.062,0.053,2903.49,4240.08,0.102,8583.13,0.182,0.157,32.8623193
2004,"G20","Memo: G20",0.82,48963.23,57276.75,0.061,0.052,2995.22,4279.81,0.101,8957.1,0.183,0.156,41.43476397
2005,"G20","Memo: G20",0.82,50729.41,59876.86,0.059,0.05,3008.08,4319.47,0.101,9199.62,0.181,0.154,54.59759226
2006,"G20","Memo: G20",0.82,52818.18,62947.17,0.057,0.048,3021.8,4358.72,0.101,9447.92,0.179,0.15,63.88739722
2007,"G20","Memo: G20",0.83,54959.82,66252.45,0.055,0.046,3021.88,4397.91,0.102,9694.67,0.176,0.146,70.6634311
2008,"G20","Memo: G20",0.82,55805.55,67961.03,0.054,0.044,2996.41,4437.25,0.105,9775.18,0.175,0.144,93.78727749
2009,"G20","Memo: G20",0.82,54706.11,67579.16,0.054,0.043,2932.24,4475.54,0.108,9713.41,0.178,0.144,60.00312488
2010,"G20","Memo: G20",0.82,57020.16,71095.22,0.053,0.042,3020.33,4513.22,0.107,10257.01,0.18,0.144,75.82563805
2011,"G20","Memo: G20",0.83,58774.96,74016.21,0.051,0.041,3019.93,4549.95,0.108,10405.92,0.177,0.141,99.45770574
2012,"G20","Memo: G20",0.83,60074.35,76257.73,0.051,0.04,3079.67,4586.61,0.11,10560.07,0.176,0.138,96.01863557
2013,"G20","Memo: G20",0.83,61437.83,78650.45,0.05,0.039,3053.2,4622.92,0.114,10684.42,0.174,0.136,91.85653717
2014,"G20","Memo: G20",0.82,63017.1,81298.56,0.049,0.038,3108.25,4659.38,0.116,10783.23,0.171,0.133,82.58092684
2015,"G20","Memo: G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.64477115
1960,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17301389
1969,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63796367
1970,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63673849
1971,"G7","Memo: G7",0.95,12108.87,11299.29,0.117,0.125,1412.54,575.42,0.04,2774.04,0.229,0.246,17.06917156
1972,"G7","Memo: G7",0.95,12759.96,11897.3,0.119,0.128,1523.31,580.65,0.04,2910.4,0.228,0.245,16.79916882
1973,"G7","Memo: G7",0.95,13556.13,12631.52,0.12,0.129,1623.51,586.59,0.038,3061.67,0.226,0.242,20.03943153
1974,"G7","Memo: G7",0.94,13620.98,12691.76,0.114,0.122,1553.84,591.11,0.041,3009.99,0.221,0.237,55.38161474
1975,"G7","Memo: G7",0.93,13623.52,12681.6,0.11,0.118,1500.66,595.16,0.042,2919.15,0.214,0.23,56.50621167
1976,"G7","Memo: G7",0.93,14295.8,13313.36,0.112,0.12,1603.23,598.95,0.041,3105.21,0.217,0.233,51.64717593
1977,"G7","Memo: G7",0.92,14856.52,13836.33,0.112,0.12,1659.94,602.85,0.04,3174.03,0.214,0.229,52.25864474
1978,"G7","Memo: G7",0.92,15549.88,14483.23,0.109,0.117,1690.33,606.81,0.042,3259.67,0.21,0.225,48.69920207
1979,"G7","Memo: G7",0.92,16175.21,15057.7,0.104,0.111,1677.7,610.97,0.043,3323.91,0.205,0.221,64.81635063
1980,"G7","Memo: G7",0.91,16325.69,15184.69,0.094,0.101,1536.88,615.52,0.046,3219.35,0.197,0.212,89.6272974
1981,"G7","Memo: G7",0.9,16671.64,15498.38,0.086,0.092,1426.6,619.48,0.048,3132.05,0.188,0.202,88.97249842
1982,"G7","Memo: G7",0.89,16679.91,15483.11,0.082,0.088,1364.95,623.03,0.051,3030.69,0.182,0.196,75.83470746
1983,"G7","Memo: G7",0.88,17219.31,15991.26,0.078,0.084,1344.32,626.33,0.054,3035.32,0.176,0.19,64.19523548
1984,"G7","Memo: G7",0.87,18066.21,16791.03,0.076,0.082,1376.26,629.51,0.055,3164.43,0.175,0.188,60.59025344
1985,"G7","Memo: G7",0.86,18801.49,17464.37,0.072,0.078,1353.58,632.86,0.054,3221.04,0.171,0.184,54.70411632
1986,"G7","Memo: G7",0.85,19365.51,17992.68,0.072,0.077,1389.93,636.35,0.055,3232.96,0.167,0.18,27.70261183
1987,"G7","Memo: G7",0.85,20029.95,18606.01,0.07,0.076,1409.99,639.9,0.055,3334.62,0.166,0.179,34.81415613
1988,"G7","Memo: G7",0.85,21009.5,19499.26,0.069,0.075,1456.44,643.83,0.052,3447.95,0.164,0.177,26.92359244
1989,"G7","Memo: G7",0.85,21832.49,20253.6,0.067,0.073,1471.32,648.21,0.051,3505.09,0.161,0.173,31.79711973
1990,"G7","Memo: G7",0.84,22470.27,20825.18,0.064,0.07,1448.93,653.03,0.05,3492.73,0.155,0.168,36.27455601
1991,"G7","Memo: G7",0.84,22751.02,21068.28,0.063,0.068,1436.5,658.38,0.052,3528.58,0.155,0.167,29.98983071
1992,"G7","Memo: G7",0.83,23225.04,21525.48,0.063,0.068,1463.39,663.55,0.053,3570.45,0.154,0.166,28.30022643
1993,"G7","Memo: G7",0.83,23505.89,21801.06,0.063,0.068,1475.36,668.46,0.052,3617,0.154,0.166,24.35254412
1994,"G7","Memo: G7",0.83,24199.13,22464.14,0.062,0.067,1498.93,672.71,0.051,3676.4,0.152,0.164,22.86046056
1995,"G7","Memo: G7",0.83,24779.09,23007.96,0.061,0.066,1507.55,677,0.052,3743.9,0.151,0.163,24.53171457
1996,"G7","Memo: G7",0.83,25437.49,23628.12,0.061,0.065,1543.57,681.24,0.053,3838.81,0.151,0.162,28.66596882
1997,"G7","Memo: G7",0.83,26236.67,24389.72,0.059,0.064,1555.83,685.52,0.052,3853.06,0.147,0.158,25.11747988
1998,"G7","Memo: G7",0.83,26903.54,25054.56,0.058,0.063,1568.44,689.63,0.051,3872.23,0.144,0.155,16.14305106
1999,"G7","Memo: G7",0.83,27726.59,25853.44,0.057,0.061,1579.16,693.8,0.05,3940.12,0.142,0.152,22.61031598
2000,"G7","Memo: G7",0.83,28731.17,26801.67,0.055,0.059,1580.53,698.07,0.05,4027.92,0.14,0.15,35.10868096
2001,"G7","Memo: G7",0.83,29089.06,27139.12,0.055,0.059,1592,702.31,0.046,3993.33,0.137,0.147,27.09057055
2002,"G7","Memo: G7",0.83,29458.82,27492.68,0.054,0.057,1576.63,706.52,0.047,4007.58,0.136,0.146,28.74943021
2003,"G7","Memo: G7",0.83,30009.86,28015.49,0.053,0.057,1604.91,710.7,0.05,4037.15,0.135,0.144,32.8623193
2004,"G7","Memo: G7",0.83,30879.41,28837.39,0.053,0.056,1627.28,714.85,0.051,4112.61,0.133,0.143,41.43476397
2005,"G7","Memo: G7",0.82,31614.32,29539.2,0.051,0.055,1622.56,719.06,0.053,4126.35,0.131,0.14,54.59759226
2006,"G7","Memo: G7",0.82,32415.49,30296.02,0.049,0.053,1591.4,723.23,0.055,4100.01,0.126,0.135,63.88739722
2007,"G7","Memo: G7",0.82,33096.63,30928.55,0.047,0.05,1557.96,727.63,0.057,4107.22,0.124,0.133,70.6634311
2008,"G7","Memo: G7",0.82,33017.58,30858.47,0.045,0.048,1491.72,731.99,0.06,4029.17,0.122,0.131,93.78727749
2009,"G7","Memo: G7",0.81,31747.25,29690.88,0.044,0.048,1411.64,735.88,0.065,3827.22,0.121,0.129,60.00312488
2010,"G7","Memo: G7",0.81,32669.13,30536.06,0.043,0.046,1414.76,739.7,0.067,3943.25,0.121,0.129,75.82563805
2011,"G7","Memo: G7",0.81,33174.24,31022.33,0.042,0.045,1390.67,743.26,0.072,3841.67,0.116,0.124,99.45770574
2012,"G7","Memo: G7",0.82,33624.73,31446.68,0.041,0.044,1376.91,746.87,0.077,3795.77,0.113,0.121,96.01863557
2013,"G7","Memo: G7",0.81,34014.96,31810.06,0.04,0.043,1353.91,750.61,0.081,3826.61,0.112,0.12,91.85653717
2014,"G7","Memo: G7",0.81,34566.17,32347.15,0.039,0.042,1353.02,754.38,0.084,3812.72,0.11,0.118,82.58092684
2015,"G7","Memo: G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.64477115
1960,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17301389
1969,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63796367
1970,"G8","Memo: G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63673849
1971,"G8","Memo: G8",0.95,12108.87,11299.29,0.117,0.125,1412.54,575.42,0.04,2774.04,0.229,0.246,17.06917156
1972,"G8","Memo: G8",0.95,12759.96,11897.3,0.119,0.128,1523.31,580.65,0.04,2910.4,0.228,0.245,16.79916882
1973,"G8","Memo: G8",0.95,13556.13,12631.52,0.12,0.129,1623.51,586.59,0.038,3061.67,0.226,0.242,20.03943153
1974,"G8","Memo: G8",0.94,13620.98,12691.76,0.114,0.122,1553.84,591.11,0.041,3009.99,0.221,0.237,55.38161474
1975,"G8","Memo: G8",0.93,13623.52,12681.6,0.11,0.118,1500.66,595.16,0.042,2919.15,0.214,0.23,56.50621167
1976,"G8","Memo: G8",0.93,14295.8,13313.36,0.112,0.12,1603.23,598.95,0.041,3105.21,0.217,0.233,51.64717593
1977,"G8","Memo: G8",0.92,14856.52,13836.33,0.112,0.12,1659.94,602.85,0.04,3174.03,0.214,0.229,52.25864474
